Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'11053250248871,handle,ti,,,modern-dining-chairs-set-of-upholstered-faux-leather-kitchen-chairs-with-rhombic-tufting-and-metal-legs-for-living-room,modern-dining-chairs-set-of-upholstered-faux-leather-kitchen-chairs-with-rhombic-tufting-and-metal-legs-for-living-room
PRODUCT,'11053250248871,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053250281639,title,ti,,,"High Back Dining Chairs, Modern Upholstered PU Leather Accent Chairs with Metal Legs for Kitchen, Set of 4, Black",ከፍታ ዝበለሰ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ ዝተመለሰ ዝተመገበ
PRODUCT,'11053250281639,body_html,ti,,,"<p>Elevate your dining space with these modern chairs, perfect for those who appreciate contemporary design and home elegance. Their classic simplicity seamlessly integrates with diverse decor styles. Crafted with a sturdy steel frame, they offer plush comfort with soft cushioned seats and sleek PU leather. The high back ensures superior lumbar support, while the robust steel legs promise lasting stability and durability, making them a stylish and practical addition to any modern home.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Packaged in a set of 4</li>
<li>• High-back armless chairs offer excellent lumbar support</li>
<li>• Channel tufting enhances the modern look</li>
<li>• PU Leather ensures easy cleaning</li>
<li>• Powder-coated steel legs add to stability and durability</li>
<li>• Assembly required for chair legs</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Black</li>
<li>• Materials: PU Leather, Steel</li>
<li>• Overall Dimensions: 16.1"" W x 19.7"" D x 38.2"" H (41 x 50 x 97 cm)</li>
<li>• Seat Size: 16.1"" W x 16.5"" D x 18.5"" H (41 x 42 x 47 cm)</li>
<li>• Back Size: 20.5"" L x 14.2"" W (52 x 36 cm)</li>
<li>• Weight Capacity: 264lbs (120 kg)</li>
<li>• Item Code: 835-483BK</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x Dining Chair</li>
<li>• 1 x Manual</li>
</ul>","<p>ነዚ ዘመናዊ መንበራት ብምጥቃም ናይ መብልዒ ክፍሊኻ ኣልዕል። ንዘመናዊ ዲዛይንን ናይ ገዛ ውበትን ንዘማስዉ ሰባት ፍጹም እዮም። እቲ ክላሲካዊ ቀሊልነቶም ምስ ዝተፈላለዩ ናይ ማስገብገቢ ቅዲታት ብዘይ ጸገም ይዳምር። ብጽኑዕ ናይ ብረት ፍሬም ተሰሪሖም፡ ለስላሳ ትራስ ዝተደረቦም መንበርን ጽሩይ ናይ PU ቆርበትን ስለዘለዎም ምቹእ ምድላይ ይህቡ። እቲ ልዑል ዝበለ ዝበለ ድሕረ ብድሕሪ ንላዕሊ ደገፍ ናይ ሕቖ ይህብ፡ እተን ጽኑዓት ናይ ብረት እግርታት ከኣ ንዘላዕለ ምርግጋእን ጸንዓን የረጋግጻ፡ ንዘመናዊ ገዛ ውቡዕን ጠቓሚን ውስኻ ይገብሮም።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ብሰንኩ 4 ተጠቕሊሎም ይቕረቡ</li>
<li>• ልዑል ዝበለ ድሕረ ዘለዎም ክንዲ ኢድ ዘይብሎም መንበራት ንላዕሊ ደገፍ ናይ ሕቖ ይህቡ</li>
<li>• ቻነል ቱፍቲንግ ነቲ ዘመናዊ መልክዕ የመሓይሾ</li>
<li>• ናይ PU ቆርበት ቀሊል ምጽራይ የረጋግጽ</li>
<li>• ብዱቢ ዝተሸፈነ ናይ ብረት እግርታት ንምርግጋእን ጸንዓን ይውስኹ</li>
<li>• ንእግሪ መንበር ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጸሊም</li>
<li>• ውሕዱ ኣቑሑት፦ ናይ PU ቆርበት፡ ብረት</li>
<li>• ልኡኻት መጠን፦ 16.1"" ወርዲ x 19.7"" ጥልቀት x 38.2"" ቁመት (41 x 50 x 97 ሳ.ሜ)</li>
<li>• መጠን መንበር፦ 16.1"" ወርዲ x 16.5"" ጥልቀት x 18.5"" ቁመት (41 x 42 x 47 ሳ.ሜ)</li>
<li>• መጠን ድሕረ፦ 20.5"" ንውሓት x 14.2"" ወርዲ (52 x 36 ሳ.ሜ)</li>
<li>• ዓቕሚ ምኽዛን፦ 264 ፓውንድ (120 ኪ.ግ)</li>
<li>• ኮድ ዕቃ፦ 835-483BK</li>
</ul><h3>ጥቕሊል ዝሓዘሉ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x መንበር መብልዒ</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053250281639,handle,ti,,,high-back-dining-chairs-modern-upholstered-pu-leather-accent-chairs-with-metal-legs-for-kitchen-set-of,high-back-dining-chairs-modern-upholstered-pu-leather-accent-chairs-with-metal-legs-for-kitchen-set-of
PRODUCT,'11053250281639,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053250379943,title,ti,,,"Modern Dining Chairs Set of 4, Upholstered Linen Fabric Kitchen Chairs with Channel Tufting and Metal Legs for Living Room, Dining Room, Bedroom, Grey",ሓዲሽ መመገቢ መንበር ስብስብ 4፣ ብጨርቂ ሊነን ዝተሸፈነ ኩሽና መንበር ምስ ቻነል ቱፍቲንግን ብረታዊ እግርን ንልቢ ቤት፣ መመገቢ ክፍሊ፣ ድቃስ ክፍሊ፣ ግራጫ
PRODUCT,'11053250379943,body_html,ti,,,"<p>These dining chairs can be used to decorate your kitchen counter or accommodate guests. The classic and simple design complements various stylish home setups. Steel construction ensures exceptional comfort with soft cushioned seats and linen fabric. The high back provides excellent lumbar support, and steel legs enhance stability and durability.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Packaged in a set of 4</li>
<li>• High-back armless chairs offer excellent lumbar support</li>
<li>• Channel tufting enhances the modern look</li>
<li>• Linen fabric cover ensures breathability</li>
<li>• Powder-coated steel legs add to stability and durability</li>
<li>• Assembly required for chair legs</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Grey</li>
<li>• Materials: Linen, Steel</li>
<li>• Overall Dimensions: 16.1"" W x 19.7"" D x 38.2"" H (41 x 50 x 97 cm)</li>
<li>• Seat Size: 16.1"" W x 16.5"" D x 18.5"" H (41 x 42 x 47 cm)</li>
<li>• Back Size: 20.5"" L x 14.2"" W (52 x 36 cm)</li>
<li>• Weight Capacity: 264lbs (120 kg)</li>
<li>• Item Code: 835-483V01GY</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x Dining Chair</li>
<li>• 1 x Manual</li>
</ul>","<p>እዚኣቶም መኣዲ መንበር ንምስራሕ ኩሽናኻ ንምምስላል ወይ ንዓልባሳት ንምቕባል ክትጥቀም ትኽእል ኢኻ። እቲ ክላሲክን ቀሊልን ዲዛይን ምስ ዝተፈላለዩ ስታይላዊ ኣቃውማ ቤት ይሰማማዕ። ስቲል ህንጸት ልዑል ምቾት የረጋግጽ፣ ለስላሳ ትራስ ዝተዓጠቐ መንበርን በረድ ጨርቅን ዘለዎ። እቲ ልዑል ዝበሃል ዝበሃል ድሕሪ በሪ ንላዕሊ ዝበሃል ድጋፍ ይህብ፣ እቲ ስቲል እግሪ ድማ ንምርግጋእን ንጽንዓትን የዕብዮ።</p><h3>ባህርያት:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ብሰንኩል 4 ተዳሊኡ</li>
<li>• ልዑል ዝበሃል ድሕሪ በሪ ዘይብሉ መንበራት ልዑል ንላዕሊ ዝበሃል ድጋፍ ይህቡ</li>
<li>• ቻነል ቱፍቲንግ ነቲ ዘመናዊ መልክዕ የማዕብሎ</li>
<li>• በረድ ጨርቅ መኸደኒ ንምንፋስ ዘሎ ክእለት የረጋግጽ</li>
<li>• ብዱብ ዝተሸፈነ ስቲል እግሪ ንምርግጋእን ንጽንዓትን ይውስኽ</li>
<li>• ንእግሪ መንበር ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ: ግራጫ</li>
<li>• ቁሳቁሳት: በረድ ጨርቅ, ስቲል</li>
<li>• ልኡኽ ልክዕ መጠን: 16.1"" ወፍሪ x 19.7"" ጥልቀት x 38.2"" ቁመት (41 x 50 x 97 ሳ.ሜ)</li>
<li>• መጠን መንበር: 16.1"" ወፍሪ x 16.5"" ጥልቀት x 18.5"" ቁመት (41 x 42 x 47 ሳ.ሜ)</li>
<li>• መጠን ድሕሪ በሪ: 20.5"" ንውሓት x 14.2"" ወፍሪ (52 x 36 ሳ.ሜ)</li>
<li>• ክብደት ምሕዞ: 264 ፓውንድ (120 ኪ.ግ)</li>
<li>• ኮድ ዕቃ: 835-483V01GY</li>
</ul><h3>ጥቕላል ዘጠቓልል:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x መኣዲ መንበር</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053250379943,handle,ti,,,modern-dining-chairs-set-of-upholstered-linen-fabric-kitchen-chairs-with-channel-tufting-and-metal-legs-for-living-room-dining-room-bedroom,modern-dining-chairs-set-of-upholstered-linen-fabric-kitchen-chairs-with-channel-tufting-and-metal-legs-for-living-room-dining-room-bedroom
PRODUCT,'11053250379943,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053250412711,title,ti,,,"71"" Bookcase Storage Cabinet with Doors, Modern Tall Bookshelf with 2 Adjustable Shelves, Display Unit for Study, Living Room, Home Office, White","71"" መጽሓፍ መደርደሪ ካቢኔት ብደገ፡ ዘመናዊ ንውሓት መጽሓፍ መደርደሪ ምስ 2 ተመራማሪ መደርደሪታት፡ ንመጽናዕቲ፡ ንመኖርያ ክፍሊ፡ ንቤት ቢሮ ዝኸውን መርኣዪ ክፋል፡ ጻዕዳ"
PRODUCT,'11053250412711,body_html,ti,,,"<p>Do you want to create a home that is both warm and tidy? That's where our [BRAND NAME] display cabinet comes in. Its elegant appearance will go with any decor in your home. This bookcase with doors has plenty of storage space for your books or display items. For your various storage needs, two panels can be adjusted to three different positions. More stability and security are provided by the anti-tipping design. With this storage cabinet, you can add more elegance and functionality to your home!</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Modern and elegant appearance will match any decor in your home</li>
<li>• A 4-tier cabinet and a 2-tier cabinet provide large space for your items</li>
<li>• Suitable for your study, kitchen, bedroom or living room</li>
<li>• The panels of the upper cabinet can be adjustable to meet different storage needs</li>
<li>• Quality MDF board to ensure reliable daily use</li>
<li>• Anti-tipping design creates extra stability and security</li>
<li>• The handle is convenient for you to open and close the door</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: White</li>
<li>• Material: MDF, Tempered Glass</li>
<li>• Overall Dimension: 30""W x 15.75""D x 70.25""H</li>
<li>• Upper Cabinet: 28.5""W x 11.5""D x 9.5""H(1&amp;3 tier), 28.5""W x 11.5""D x 9.5""H(2&amp;4 tier)</li>
<li>• Lower Cabinet: 28.5""W x 14.5""D x 12.75""H(each shelf)</li>
<li>• Weight Capacity: 66lbs(total), 11lbs(each shelf)</li>
<li>• Item Label: 836-450</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Bookcase</li>
<li>1 x Manual</li>
</ul>","<p>ንሓድሕድኩም ማይ ዝሞቕ ከምኡውን ጽሩይ ዝኾነ ገዛ ክትፈጥሩ ትደሊዶ፧ እዚ ናትና [ስም ብራንድ] ዝርአ ካቢኔት ኣብ ቦታኡ ይሕግዘኩም። ቅርጹ ምስ ዝዀነ ይኹን ማስጌጥ ገዛኹም ዝሰማማዕ ኮይኑ፣ እዚ መጻሕፍቲ ዝሕዝ ካቢኔት ብማዕጸውቲ ንመጻሕፍትኹም ወይ ንዝርአ ነገራትኩም ብዙሕ ቦታ ዘለዎ እዩ። ንፍላጐት መዝገብኩም፣ ክልተ ፓነላት ናብ ሰለስተ ዝተፈላለዩ ቦታታት ክትቅንጥቡ ይከኣል። ብምክልኻል ምውዳቕ ዲዛይን ተወሳኺ ረጊድነትን ውሕስነትን ይህብ። በዚ መዝገቢ ካቢኔት ንገዛኹም ተወሳኺ ውበትን ተግባራዊነትን ክትውስኹ ትኽእሉ!</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ዘመናዊን ውብን መልክዕ ምስ ዝዀነ ይኹን ማስጌጥ ገዛኹም ዝሰማማዕ</li>
<li>• ባርዕ መደርደሪ 4 ደረጃታትን ባርዕ መደርደሪ 2 ደረጃታትን ንነገራትኩም ዓቢ ቦታ ይህባ</li>
<li>• ንክፍሊ መጽናዕትኹም፣ ንኽሽና፣ ንክፍሊ ድቃስ ወይ ንሳሎን ይጠቅም</li>
<li>• ፓነላት ናይ ላዕላይ ካቢኔት ንዝተፈላለዩ ፍላጐታት መዝገብ ክትቅንጥቡ ይከኣል</li>
<li>• ንእሙን መዓልታዊ ኣጠቓቕማ ዘረጋግጽ ጥራይ ዘለዎ ልሉፍ ሰሌዳ MDF</li>
<li>• ምክልኻል ምውዳቕ ዲዛይን ተወሳኺ ረጊድነትን ውሕስነትን ይፈጥር</li>
<li>• እቲ መያዝ ንምኽፋትን ምዕጻውን ማዕጾ ንምትሕግጋዝ ዘመቺ እዩ</li>
<li>• ምትካኽ የድሊ</li>
</ul><h3> ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጻዕዳ</li>
<li>• ውሕደ ነገር፦ MDF፣ ተጠቢዕ ብርሌት</li>
<li>• ልክዕ መጠን፦ 30""ወፍሪ x 15.75""ዕምቆት x 70.25""ቁመት</li>
<li>• ላዕላይ ካቢኔት፦ 28.5""ወፍሪ x 11.5""ዕምቆት x 9.5""ቁመት(ደረጃ 1ን 3ን)፣ 28.5""ወፍሪ x 11.5""ዕምቆት x 9.5""ቁመት(ደረጃ 2ን 4ን)</li>
<li>• ታሕታይ ካቢኔት፦ 28.5""ወፍሪ x 14.5""ዕምቆት x 12.75""ቁመት(ነፍሲ ወከፍ መደርደሪ)</li>
<li>• ዓቕሚ ምዝንጋዕ፦ 66 ፓውንድ(ጠቕላላ)፣ 11 ፓውንድ(ነፍሲ ወከፍ መደርደሪ)</li>
<li>• መለለይ ዕቃ፦ 836-450</li>
</ul><h3>ጥቕላል ዝሓዘሉ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x መደርደሪ መጻሕፍቲ</li>
<li>1 x መምርሒ</li>
</ul>"
PRODUCT,'11053250412711,handle,ti,,,bookcase-storage-cabinet-with-modern-tall-bookshelf-with-adjustable-display-unit-for-study-living-room-home-office,bookcase-storage-cabinet-with-modern-tall-bookshelf-with-adjustable-display-unit-for-study-living-room-home-office
PRODUCT,'11053250412711,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053250478247,title,ti,,,"Modern Dining Chairs, Set of 4, High Back PU leather Upholstery and Metal Legs for the Living Room, Kitchen, Home Office, White",ዘመናዊ መመገቢ መንበር፣ ስብስብ 4፣ ልዑል ዝበሃል ዝርግህ ዝተሰራሕ ካብ PU ቆርበትን ብረታዊ እግርን፣ ንሳሎን፣ ንኽሽና፣ ንቤት ቢሮ፣ ጻዕዳ
PRODUCT,'11053250478247,body_html,ti,,,"<p>These dining chairs can be used to decorate your kitchen counter or accommodate guests. The classic and simple design complements various stylish home setups. Steel construction ensures exceptional comfort with soft cushioned seats and PU Leather. The high back provides excellent lumbar support, and steel legs enhance stability and durability.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Packaged in a set of 4</li>
<li>• High-back armless chairs offer excellent lumbar support</li>
<li>• Channel tufting enhances the modern look</li>
<li>• PU Leather ensures easy cleaning</li>
<li>• Powder-coated steel legs add to stability and durability</li>
<li>• Assembly required for chair legs</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Materials: PU Leather, Steel</li>
<li>• Overall Dimensions: 16.1"" W x 19.7"" D x 38.2"" H (41 x 50 x 97 cm)</li>
<li>• Seat Size: 16.1"" W x 16.5"" D x 18.5"" H (41 x 42 x 47 cm)</li>
<li>• Back Size: 20.5"" L x 14.2"" W (52 x 36 cm)</li>
<li>• Weight Capacity: 264lbs (120 kg)</li>
<li>• Item Code: 835-483WT</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x Dining Chair</li>
<li>• 1 x Manual</li>
</ul>","<p>እዚኣቶ መኣዲ መኣዲ ንኽብልዕሉ ንኽትጌጽዎ ወይ ንጋቶች ንምቕባል ክትጥቀሙሉ ትኽእሉ። እቲ ክላሲክን ቀሊልን ዲዛይን ምስ ዝተፈላለዩ ዘመናዊ ገዛውት ዝሰማማዕ እዩ። ስቲል ዝተሰርሐ ህንጻ ምስ ለስላሳ መከዳን ፒዩ ሌዘርን ዘይተራእየ ምቾት ይህብ። እቲ ዓብዪ ዝበለ ድሕሪት ንሕብረት ሕብረት ዝሕግዝ ዓብዪ ደገፍ ይህብ፣ እቲ ስቲል እግሪ ድማ ንምርግጋእን ንጽንዓትን ይውስኽ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ብሰንኩል 4 ተዳሊኡ እዩ</li>
<li>• ዓብዪ ድሕሪት ዘለዎ ኣልቦ እግሪ መንበር ንሕብረት ሕብረት ዝሕግዝ ደገፍ ይህብ</li>
<li>• ቻነል ቱፍቲንግ ነቲ ዘመናዊ መልክዕ የመሓይሾ</li>
<li>• ፒዩ ሌዘር ቀሊል ምጽራይ የረጋግጽ</li>
<li>• ብዱብሲ ዝተሸፈነ ስቲል እግሪ ንምርግጋእን ንጽንዓትን ይውስኽ</li>
<li>• ንእግሪ መንበር ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጻዕዳ</li>
<li>• ውሕሶታት፦ ፒዩ ሌዘር፣ ስቲል</li>
<li>• ልኡኻት መጠን፦ 16.1"" ወፍሪ x 19.7"" ጥልቀት x 38.2"" ቁመት (41 x 50 x 97 ሳ.ሜ)</li>
<li>• መጠን መንበር፦ 16.1"" ወፍሪ x 16.5"" ጥልቀት x 18.5"" ቁመት (41 x 42 x 47 ሳ.ሜ)</li>
<li>• መጠን ድሕሪት፦ 20.5"" ንውሓት x 14.2"" ወፍሪ (52 x 36 ሳ.ሜ)</li>
<li>• ዓቕሚ ክብደት፦ 264 ፓውንድ (120 ኪሎ ግራም)</li>
<li>• ኮድ ዕቃ፦ 835-483WT</li>
</ul><h3>ጥቅል ዘጠቓልል፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x መንበር መኣዲ</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053250478247,handle,ti,,,modern-dining-chairs-set-of-high-back-pu-leather-upholstery-and-metal-legs-for-the-living-room-kitchen-home-office,modern-dining-chairs-set-of-high-back-pu-leather-upholstery-and-metal-legs-for-the-living-room-kitchen-home-office
PRODUCT,'11053250478247,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
PRODUCT,'11053250511015,title,ti,,,Modern Dining Chairs High Back Upholstered Linen Fabric with Metal Legs for Kitchen Black,ናይ ዘመናዊ መመገቢ መንበር ልዑል ድሕሪት ብጨርቂ ሊነን ዝተሸፈነ ምስ ብረታዊ እግሪ ንኽሽኒ ጸሊም
PRODUCT,'11053250511015,body_html,ti,,,"<p>These dining chairs can be used to decorate your kitchen counter or accommodate guests. The classic and simple design complements various stylish home setups. Steel construction ensures exceptional comfort with soft cushioned seats and linen fabric. The high back provides excellent lumbar support, and steel legs enhance stability and durability.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Packaged in a set of 4</li>
<li>• High-back armless chairs offer excellent lumbar support</li>
<li>• Channel tufting enhances the modern look</li>
<li>• Linen fabric cover ensures breathability</li>
<li>• Powder-coated steel legs add to stability and durability</li>
<li>• Assembly required for chair legs</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Black</li>
<li>• Materials: Linen, Steel</li>
<li>• Overall Dimensions: 16.1"" W x 19.7"" D x 38.2"" H (41 x 50 x 97 cm)</li>
<li>• Seat Size: 16.1"" W x 16.5"" D x 18.5"" H (41 x 42 x 47 cm)</li>
<li>• Back Size: 20.5"" L x 14.2"" W (52 x 36 cm)</li>
<li>• Weight Capacity: 264lbs (120 kg)</li>
<li>• Item Code: 835-483V01BK</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x Dining Chair</li>
<li>• 1 x Manual</li>
</ul>","<p>እዚኣቶ መኣዲ መብልዒ ወንበራት ንኽሽኖ ኽሽኖኻ ንምስራሕ ወይ ንጋቶች ንምቕባል ክትጥቀምሎም ትኽእል። እቲ ክላሲክን ቀሊልን ዲዛይን ምስ ዝተፈላለዩ ዘመናዊ ገዛዊ ውድብ ይሰማማዕ። ሃውሪት ስቲል ምስ ለስላሳ ትራስ ዝተደገፈ መንበርን በረድ ጨርቅን ብሉጽ ምቾት የረጋግጽ። እቲ ልዑል ዝበለ ድሕረ በትሪ ንሕብረት ምስላጥ ዝሕግዝ ድጋፍ ይህብ፣ እቶም ስቲል እግሪታት ድማ ተረጋጊጽነትን ጸንዓን የመሓይሹ።</p><h3>ባህርያት፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ብሰንኩል 4 ተዳሊኡ ይመጽእ</li>
<li>• ልዑል ዝበለ ድሕረ በትሪ ዘይብሎም ወንበራት ንሕብረት ምስላጥ ብሉጽ ድጋፍ ይህቡ</li>
<li>• ቻነል ቱፍቲንግ ነቲ ዘመናዊ መልክዕ የመሓይሾ</li>
<li>• በረድ ጨርቅ ክዳን ንኣየር ምሕላፍ የረጋግጽ</li>
<li>• ብዱቂ ዝተሸፈኑ ስቲል እግሪታት ንተረጋጊጽነትን ጸንዓን ይውስኹ</li>
<li>• ንእግሪ ወንበር ምትካል የድሊ</li>
</ul><h3>ዝርዝር መግለጺ፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• ሕብሪ፦ ጸሊም</li>
<li>• ቁሳቁሳት፦ በረድ ጨርቅ፣ ስቲል</li>
<li>• ልክዕ መጠን፦ 16.1"" ወርዲ x 19.7"" ጥልቀት x 38.2"" ቁመት (41 x 50 x 97 ሳ.ሜ)</li>
<li>• መጠን መንበር፦ 16.1"" ወርዲ x 16.5"" ጥልቀት x 18.5"" ቁመት (41 x 42 x 47 ሳ.ሜ)</li>
<li>• መጠን ድሕረ በትሪ፦ 20.5"" ንውሓት x 14.2"" ወርዲ (52 x 36 ሳ.ሜ)</li>
<li>• ዓቕሚ ክብደት፦ 264 ፓውንድ (120 ኪ.ግ)</li>
<li>• ኮድ ዕቃ፦ 835-483V01BK</li>
</ul><h3>ጥቅል ዘጠቓልል፦</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 4 x ወንበር መኣዲ መብልዒ</li>
<li>• 1 x መምርሒ</li>
</ul>"
PRODUCT,'11053250511015,handle,ti,,,modern-dining-chairs-high-back-upholstered-linen-fabric-with-metal-legs-for-kitchen,modern-dining-chairs-high-back-upholstered-linen-fabric-with-metal-legs-for-kitchen
PRODUCT,'11053250511015,product_type,ti,,,Home Furnishings,ናይ ገዛ ማሕደሪ ኣቕሑ
