Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'11053245235367,handle,ti,,,upholstered-kitchen-chairs-modern-dining-chairs-set-of-with-diamond-tufting-and-steel-legs-for-dining-room,
PRODUCT,'11053245235367,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245268135,title,ti,,,"Tall Bathroom Storage Cabinet, Slim Bathroom Cabinet with 4 Shutter Doors and Adjustable Shelves, Toilet Vanity Cabinet, Narrow Organizer, White",
PRODUCT,'11053245268135,body_html,ti,,,"<p>This is a contemporary designed tall cabinet with doors from [BRAND NAME], which has chic shutters and height adjustable shelves, it perfectly fits in narrow spaces with strong storage functions. Made of P2 grade MDF material, it is durable, natural and keeps the air fresh in your house. Also, it can function as a kitchen pantry.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Made of P2 grade MDF, durable and easy to clean</li>
<li>• Compact and tall cabinet perfectly fits in narrow spaces</li>
<li>• Adjustable shelves in height for ample space to store items in varied sizes</li>
<li>• Anti-tilt design ensures the safety of you and your family</li>
<li>• Cabinet with shutter, so that the internal storage more breathable</li>
<li>• Soft white finish is applicable to most modern residency</li>
<li>• Plain wooden surface adds a natural look to your decor</li>
<li>• Magnetic switch design makes the door more firmly open and close</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: White</li>
<li>• Material: MDF</li>
<li>• Overall Dimension: 23.5''W x 11.75''D x 71.75''H</li>
<li>• Upper Cabinet Dimension (each tier): 21.75""W x 10.75""D x 10.5""H</li>
<li>• Middle Shelf Size: 21.75""W x 11.5""D x 10.75""H</li>
<li>• Bottom Cabinet Dimension (each tier): 21.75""W x 10.75""D x 11.5""H</li>
<li>• Weight Capacity: 132lbs (total), 22lbs (each shelf)</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Bathroom Cabinet</li>
<li>1 x Instruction</li>
</ul>",
PRODUCT,'11053245268135,handle,ti,,,tall-bathroom-storage-cabinet-slim-bathroom-cabinet-with-shutter-and-adjustable-toilet-vanity-cabinet-narrow-organizer,
PRODUCT,'11053245268135,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245300903,title,ti,,,9-Tier Metal Wine Bottle Rack 54 Bottles Freestanding Wine Storage Holder Home Bar Wine Display Stand Cellar Bottle Organizer Black,
PRODUCT,'11053245300903,body_html,ti,,,"<p>You wouldn't agree more that your bottled wines and other liquid goods need just as good a cabinet as their exotic contents. Designed especially for storing your treasured bottles, this wine shelving unit from [BRAND NAME] provides a large capacity for holding up to 54 wine bottles. Steel construction with a durable powder coating ensures long-term use, suitable for your cellar, garage and basement.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Modern and sophisticated design, for organizing and displaying wine and other drinks</li>
<li>• Nine tier shelves can hold up to 54 bottles in total</li>
<li>• Steel construction with a durable powder coating</li>
<li>• Resist moisture, suitable for your cellar, dining room and basement</li>
<li>•Attached adjustable protective levers help keep shelf standing upright without wobblingt</li>
<li>• Vertical design saves more space</li>
<li>• Assembly is required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Material Used: Metal</li>
<li>• Color: Black</li>
<li>• Product Dimension: 24.75""L x 9.75""W x 35.75""H</li>
<li>• Tier Spacing: 3.25""</li>
<li>• Net Weight: 16lbs</li>
<li>• Weight Capacity: 198lbs.(Whole), 22lbs.(Each tier)</li>
</ul>",
PRODUCT,'11053245300903,handle,ti,,,metal-wine-bottle-rack-bottles-freestanding-wine-storage-holder-home-bar-wine-display-stand-cellar-bottle-organizer,
PRODUCT,'11053245300903,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245399207,title,ti,,,"Mirrored Bathroom Wall Cabinet Wall Mounted Medicine Cabinet with Door & Shelves, White",
PRODUCT,'11053245399207,body_html,ti,,,"<p>Expand the storage capacity in your bathroom with this bathroom cabinet by [BRAND NAME]. It features multiple shelves to store all your bathroom essentials: soaps, towels, tissues, etc. and equipped with a central mirror, you can make up in front of the cabinet or check your outfit before you going out for work every morning. The bathroom mirror with storage won't take much room and can keep your bathroom clean and organized.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• The bathroom cabinet doesn't take much space while providing ample storage space</li>
<li>• It features several internal shelves and open shelves to place your toiletries and beauty products</li>
<li>• Equipped with a central mirror to check your appearance and get ready for work</li>
<li>• A wooden knob for easy opening</li>
<li>• painted bathroom cabinet is water-resistant and matches seamlessly with almost any style</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Material: MDF, Glass</li>
<li>• Overall Dimension: 26"" W x 6.75"" D x 24.75"" H (66 x 17 x 63 cm)</li>
<li>• Open Shelf Size: 6"" W x 6.25"" D x 7.75"" H (15 x 16 x 19.5 cm)</li>
<li>• Mirror Size: 8.75"" W x 20"" H (22.5 x 51 cm)</li>
<li>• Internal Shelf Size: 12.5"" W x 5.75"" D x 11.5"" H (32 x 14.5 x 29.5 cm)</li>
<li>• Weight Capacity: 11 lbs/5 kg (shelf), 22 lbs/10 kg (top)</li>
<li>• Item Label: 834-203</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Mirror Cabinet</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245399207,handle,ti,,,mirrored-bathroom-wall-cabinet-wall-mounted-medicine-cabinet-with,
PRODUCT,'11053245399207,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245464743,title,ti,,,"5 Pieces Industrial Rectangular Bar Table Set, Dining Table Set Breakfast Table with 4 Stools for Dining Room, Kitchen, Dinette, Oak",
PRODUCT,'11053245464743,body_html,ti,,,"<p>Create a beautiful interior relaxing space with this stylish and contemporary 5-piece bar table set. It will surely satisfy your demands for beauty and practicality. This set also saves space when not in use by allowing the chairs to tuck directly beneath the table, so it's perfect for an apartment or small home. Seat four guests around this cozy bar table set or break out a deck of cards for a fun</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 5 piece set, including a bar table and 4 bar stools, which can be located under the table to save space</li>
<li>• It is perfect for creating cozy drink for the whole family</li>
<li>• Two-tone construction of rustic wood and dark metal makes a distinct statement in modern kitchens or other bar areas</li>
<li>• Steel frame ensures a robust and sturdy structure, with melamine laminated MDF for easy cleaning</li>
<li>• Side bracket and crossbar strengthens the stability</li>
<li>• The footrest ring allows you to rest your feet</li>
<li>• Attached adjustable protective levers help keep it standing upright</li>
<li>• Required assembly</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Black, Oak</li>
<li>• Material: MDF, Steel</li>
<li>• Overall Dimensions: 39.4"" W x 23.6"" D x 34.6"" H (100 x 60 x 88 cm) (table), 12.6"" W x 12.6"" D x 22.4"" H (32 x 32 x 57 cm) (stool)</li>
<li>• Weight Capacity: 55lbs/25 kg (table), 220lbs/100 kg</li>
<li>• Item Label: 835-337AK</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Table</li>
<li>4 x Stools</li>
<li>1 x Manual</li>
</ul>",
PRODUCT,'11053245464743,handle,ti,,,pieces-industrial-bar-table-set-dining-table-set-breakfast-table-with-stools-for-dining-room-kitchen-dinette,
PRODUCT,'11053245464743,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245497511,title,ti,,,"Lift Top Coffee Table with Hidden Storage Compartment Lift Tabletop Center Table for Living Room, Grey",
PRODUCT,'11053245497511,body_html,ti,,,"<p>Add chic, modern style and function to your living room or office with [BRAND NAME] coffee table with storage. The extending table top lifts up and out to create a convenient floating desk, revealing a hidden storage compartment below. Built from durable particle board and steel leg, this table is built to withstand long term use. Stylish and functional, this table is perfect in front of a couch or in a meeting room, helping to provide multiple work surfaces and storage options.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Modern design can fit any decor and stand out in your home</li>
<li>• Lift top coffee table with hidden storage space for storing your items</li>
<li>• Adjustable desk platform to meet different needs, like working or dining</li>
<li>• Spacious tabletop can display lots of decorations</li>
<li>• Maximizes storage possibilities in minimal space</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: Cement Grey</li>
<li>• Material: Particle Board, Metal</li>
<li>• Overall Dimensions: 35.5"" L x 23.75"" W x 18"" H</li>
<li>• Adjustable Table Top Height: 18""- 22.75""</li>
<li>• Storage Compartment Size: 34.25"" W x 22.5"" D x 6"" H</li>
<li>• Bottom to the Ground: 10.25""</li>
<li>• Weight Capacity: 49.5 lbs. (tabletop), 19.8 lbs. (lifted tabletop)</li>
<li>• Item Label: 833-894V80</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Coffee Table</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245497511,handle,ti,,,lift-top-coffee-table-with-hidden-storage-compartment-lift-tabletop-center-table-for-living-room,
PRODUCT,'11053245497511,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245530279,title,ti,,,"25"" Adjustable Height Piano Bench with Padded Cushion, Keyboard Seat with Solid Wood Legs, Black",
PRODUCT,'11053245530279,body_html,ti,,,"<p>This [BRAND NAME] Deluxe Padded Wooden Piano Keyboard Bench offers high comfort. It is made of solid wood frame and covered with PU leather. Its ultra-thick padding and extra-wide single seat assures the utmost comfort for hours of music enjoyment. Classic design with elegant curved legs fits any décor. This piano stool is height adjustable between 17.7""-21.7"", ideal for all heights players and perfect for use in concert, teaching, daily practice and more.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Solid wood frame and legs in high gloss finish</li>
<li>• Thick padded synthetic PU leather seat for ultimate comfort</li>
<li>• Bench height flexibly adjusted from 17.7""-21.7"" with either side knobs</li>
<li>• Bottom rubber feet anti-slip and prevent damage to the floor</li>
<li>• Stable supporting with solid wooden legs and metal connecting parts, hold up to 440lbs</li>
<li>• 10 buttons designed on the seat surface for elegant looking</li>
<li>• Classic design with elegant curved legs fits any décor</li>
<li>• Simple assembly required (wrench included)</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Black</li>
<li>• Material: Solid wood, composite board, PU</li>
<li>• Net Weight: 15.8lbs</li>
<li>• Max Load: 440lbs</li>
<li>• Overall Dimensions: 25.2""L x 13.8""W x 17.7""-21.7""</li>
<li>• Sponge Thickness: 1.4""</li>
<li>• Leg Height: 15.4""</li>
</ul>",
PRODUCT,'11053245530279,handle,ti,,,adjustable-height-piano-bench-with-padded-cushion-keyboard-seat-with-solid-wood-legs,
PRODUCT,'11053245530279,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245563047,title,ti,,,"Industrial Coffee Table Side End Table with Drawer, Open Storage Shelf, Modern Farmhouse Furniture, for Living Room, Dining Room, Office, Brown",
PRODUCT,'11053245563047,body_html,ti,,,"<p>This [BRAND NAME] farmhouse coffee table with storage will catch your eyes the first time you see it! The half-open shelf design with the plus modern barn door element is both stylish and cool looking, which side table combined with the industrial aesthetic gives you a unique visual experience. Plus, with 1 drawer and 2 open shelves, the living room table allows for practical storage and use in your everyday life. Check out our coffee tables, and get some new style in your place.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Vintage furniture with half-open design shelf, slash element, barn door design drawer, and retro handle</li>
<li>• Industrial decor fits the living room, office, dorm, reception using</li>
<li>• Large storage space with 2 open shelves and 1 drawer</li>
<li>• An adjustable bottom foot to fits uneven ground</li>
<li>• P2 grade particleboard, thick tabletop, and legs make it stable and durable</li>
<li>• High load capacity for holding heavy items</li>
<li>• Required assembly</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: Brown wood effect, White</li>
<li>• Material: Particle Board</li>
<li>• Overall Dimensions: 46""W x 23.25""D x 16""H</li>
<li>• Drawer Inner Size: 18.5""W x 12.5""D x 4.75""H</li>
<li>• Left Shelf Size: 20.75""W x 13.75""D x 11.5""H</li>
<li>• Back Shelf Size: 42""W x 8.25""D x 11.5""H</li>
<li>• Weight Capacity: 132 lbs (Total), 11 lbs(Drawer), 22 lbs(Shelf)</li>
<li>• Item Label: 833-804WT</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Coffee Table</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245563047,handle,ti,,,industrial-coffee-table-side-end-table-with-open-storage-modern-farmhouse-furniture-for-living-room-dining-room-office,
PRODUCT,'11053245563047,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245628583,title,ti,,,"Corner Dressing Table, Makeup Desk with 3-piece Mirror and 5 Drawers, White",
PRODUCT,'11053245628583,body_html,ti,,,"<p>Are you looking for a unique and practical corner make up table? This [BRAND NAME] 3-piece-mirror makeup vanity with drawers will be your perfect choice! It features a large storage capacity for organizing your beauty supplies, jewelry, hair accessories and applying make-up a breeze. Features with a large mirror on 3 sides to catch all right angles. The stylish and simple design will be a wonderful match to your home décor. This vanity with mirror allows you to enjoy your luxurious make-up routine!</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Corner design makes it easy to fit in a corner to maximize your limited space</li>
<li>• 3-piece mirror offer a better view from multiple angles</li>
<li>• Large tabletop, 5 drawers and 3 shelves offer ample storage space</li>
<li>• Solid particle board construction built to hold your different items</li>
<li>• Stylish and simple design, easily to fit most home décor</li>
<li>• assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: White</li>
<li>• Material: Particle Board</li>
<li>• Overall Dimension:  43.7"" W x 22.1"" D x 55.6"" H (111 x 56.2 x 141.3 cm)</li>
<li>• Middle Mirror Size: 16.5""L x 25.2""H (41.8 x 64 cm)</li>
<li>• Side Mirror Size: 11""L x 19""H (28 x 48.2 cm)</li>
<li>• Mirror Shelf Size: 11.7""L x 3.1""D (29.8 x 8 cm)</li>
<li>• Drawer Inner Size: 8.3""L x 9.3""D x 3.3""H (21 x 23.5 x 8.5 cm)</li>
<li>• Bottom Shelf Size: 15.7""L x 7.9""D (40 x 20 cm)</li>
<li>• Weight Capacity: 176lbs/80 kg (total), 11lbs/5 kg (each drawer), 22lbs /10 kg(large shelf), 3lbs /1.5 kg(small shelf)</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Dressing Table</li>
<li>1 x Manual</li>
</ul>",
PRODUCT,'11053245628583,handle,ti,,,corner-dressing-table-makeup-desk-with-mirror-and,
PRODUCT,'11053245628583,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245694119,title,ti,,,"2 Ball Topiary Tree in Pot for Home Decor, Artificial Plant for Home Office, Living Room Decor, Dark Green",
PRODUCT,'11053245694119,body_html,ti,,,"<p>For decor that desires the look of plants, but is limited by your lack of gardening skill, the artificial trees are exactly what you need. Our artificial greenery will retain its colour and stay natural-looking for many years without trimming and shaping. There's no watering, no fertilization, and no worries when traveling. The realistic-looking leaves add boho charm to any atmosphere, while requiring little maintenance. Pre-potted and ready to use, this design allows indoor or   spaces.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Beautiful artificial two-ball tree design plant</li>
<li>• Suitable for home, office, or outside use, offering a natural accent for any space</li>
<li>• The plant includes two big ball-trimmed bushes which bring a natural feeling to your room</li>
<li>• Robust nursery pots provide stable bases</li>
<li>• PE moss and cement soil are included, making them more stable and real</li>
<li>• Low maintenance required</li>
<li>• No assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Dark Green, Jet Black</li>
<li>• Material: PE, Cement</li>
<li>• Type: Artificial Ball Tree</li>
<li>• Overall Height: 26.4"" (67 cm)</li>
<li>• Ball-shape Bush Size: Dia 9.1"" (23 cm), Dia 7.1"" (18 cm)</li>
<li>• Pot Size: Dia 4.7"" x 5.3"" H (17 x 15 cm)</li>
<li>• Item Label: 844-264</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;""><li>• 1 x Artificial Plant;</li></ul>",
PRODUCT,'11053245694119,handle,ti,,,ball-topiary-tree-in-pot-for-home-decor-artificial-plant-for-home-office-living-room-decor-dark,
PRODUCT,'11053245694119,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245726887,title,ti,,,"Compact Mop Bucket with Wringer, Mop Bucket on Wheels, 5 Gallon, Separate Dirty and Clean Water, Yellow",
PRODUCT,'11053245726887,body_html,ti,,,"<p>This [BRAND NAME] mop bucket with a down-press wringer provides a practical cleaning solution for homes, apartments, or small rooms. Its 5-gallon capacity, ergonomic wringer, and water-separation panel simplify mopping. Smooth-rolling casters and quality materials enhance convenience for daily tasks.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 5-gallon capacity for efficient cleaning</li>
<li>• Removable down press wringer simplifies operation</li>
<li>• Water-separation panel maintains cleanliness</li>
<li>• 4 smooth-rolling 2"" casters for easy movement</li>
<li>• Moulded plastic body and powder-coated steel handle for long-lasting use</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Yellow</li>
<li>• Material: Plastic, Steel</li>
<li>• Overall Dimensions: 23.6"" W x 10.6"" D x 27.8"" H (60 x 27 x 70.5 cm)</li>
<li>• Wringer Size: 9.4"" W x 9.4"" D x 8.5"" H (24 x 24 x 21.5 cm)</li>
<li>• Separate Panel: 8.9"" W x 7.1"" D (22.5 x 18 cm)</li>
<li>• Bucket Capacity: 5 Gallons</li>
<li>• Item Label: 720-002</li>
<li>• Note: Suitable for home use or small workplaces, this is designed exclusively for small mops</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Mop Bucket with Wringer</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245726887,handle,ti,,,compact-mop-bucket-with-wringer-mop-bucket-on-wheels-gallon-separate-dirty-and-clean-water,
PRODUCT,'11053245726887,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245759655,title,ti,,,"Dresser with 7 Drawers, Chest of Drawers with Metal Frame, Fabric Dresser for Living Room, Light Grey",
PRODUCT,'11053245759655,body_html,ti,,,"<p>This [BRAND NAME] chest of drawers is a great addition to keep your things organized. It features a robust steel frame and an engineered wood top for reliable display. With four small drawers and three large ones, it offers ample storage space. The adjustable feet enhance the stability, making it great as a dresser, side table, or chic grey fabric dresser for any modern space.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Includes 7 fabric drawers: three large and four small, providing ample storage space</li>
<li>• Robust powder-coated metal frame and adjustable foot pads enhance stability and safety</li>
<li>• Melamine-coated particleboard top for placing lamps and essentials</li>
<li>• Modern design adds a charming, cohesive look to your home decor</li>
<li>• Removable fabric drawers for easy storage of everyday items</li>
<li>• Assembly required</li>
</ul><h3> Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colours: White, Light Grey</li>
<li>• Materials: Nonwoven Fabric(100% Polyester), Metal, Particleboard</li>
<li>• Overall Dimensions: 25"" W x 11.8"" D x 28"" H (63.5 x 30 x 71 cm)</li>
<li>• Small Drawer: 6.3"" W x 11"" D x 5.9"" H (16 x 28 x 15 cm)</li>
<li>• Large Drawer: 15.4"" W x 11"" D x 8.5"" H (39 x 28 x 21.5 cm</li>
<li>• Weight Capacity: 55 lbs/25 kg (whole). 44lbs/20kg (top shelf). 6.6lbs/3kg (drawer)</li>
<li>• Net Weight: 16.3 lbs/ 7.4 kg</li>
<li>• Item Label: 831-253V80</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Dresser</li>
<li>1 x Manual</li>
</ul>",
PRODUCT,'11053245759655,handle,ti,,,dresser-with-chest-of-with-metal-frame-fabric-dresser-for-living-room-light,
PRODUCT,'11053245759655,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245792423,title,ti,,,"Retro Coffee Table with Storage Shelf and Drawer for Living Room, Vintage Wooden Sofa Side Table, Rustic Brown",
PRODUCT,'11053245792423,body_html,ti,,,"<p>[BRAND NAME] industrial coffee table with storage will catch your eyes the first time you see it. Original wood surface plus rubber wood legs give a cool but lovely feel that will give you different uses and a visual experience. Very practical with a drawer, an open storage shelf, and a big tabletop for storage. Create a profound centerpiece in your home with our [BRAND NAME] coffee tables.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Industrial style decor with rustic wood coffee table and black rubberwood legs</li>
<li>• Fits living room, study room, waiting room, bedroom, or dorm</li>
<li>• Practical furniture can be used as entrance table, corner table, or sofa table</li>
<li>• Ample storage space with an open shelf, a drawer and a big tabletop</li>
<li>• Quality particle board ensures its high stability</li>
<li>• Foot pad prevents ground scratches, allows stable standing</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Rustic Brown</li>
<li>• Material: Particleboard, Rubber wood</li>
<li>• Overall Dimensions: 43.3"" W x 21.7"" D x 17.7"" H (110 x 55 x 45 cm)</li>
<li>• Open Shelf Size: 27.2"" W x 21.7"" D x 6.7"" H (69 x 55 x 17 cm)</li>
<li>• Drawer Inner Size: 12.6"" W x 12"" D x 4.3"" H (32 x 30.5 x 11 cm)</li>
<li>• Weight Capacity: 22lbs/10 kg (drawer), 44lbs/20 kg (shelf), 66lbs/30 kg (tabletop)</li>
<li>• Item Label: 833-794</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x coffee table</li>
<li>• 1 x manual</li>
</ul>",
PRODUCT,'11053245792423,handle,ti,,,retro-coffee-table-with-storage-and-for-living-room-vintage-wooden-sofa-side-table-rustic,
PRODUCT,'11053245792423,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245825191,title,ti,,,"Lift Top Coffee Table with Hidden Storage Compartment Lift Tabletop Center Table for Living Room, Teak",
PRODUCT,'11053245825191,body_html,ti,,,"<p>Add chic, modern style and function to your living room or office with [BRAND NAME] coffee table with storage. The extending table top lifts up and out to create a convenient floating desk, revealing a hidden storage compartment below. Built from durable particle board and steel leg, this table is built to withstand long term use. Stylish and functional, this table is perfect in front of a couch or in a meeting room, helping to provide multiple work surfaces and storage options.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Modern design can fit any decor and stand out in your home</li>
<li>• Lift top coffee table with hidden storage space for storing your items</li>
<li>• Adjustable desk platform to meet different needs, like working or dining</li>
<li>• Spacious tabletop can display lots of decorations</li>
<li>• Maximizes storage possibilities in minimal space</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Color: Teak</li>
<li>• Material: Particle Board, Metal</li>
<li>• Overall Dimensions: 35.5"" L x 23.75"" W x 18"" H</li>
<li>• Adjustable Table Top Height: 18""- 22.75""</li>
<li>• Storage Compartment Size: 34.25"" W x 22.5"" D x 6"" H</li>
<li>• Bottom to the Ground: 10.25""</li>
<li>• Weight Capacity: 49.5 lbs. (tabletop), 19.8 lbs. (lifted tabletop)</li>
<li>• Item Label: 833-894V80BN</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Coffee Table</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245825191,handle,ti,,,lift-top-coffee-table-with-hidden-storage-compartment-lift-tabletop-center-table-for-living-room-teak,
PRODUCT,'11053245825191,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245857959,title,ti,,,"Wall Mount Medicine Cabinet, Bathroom Cabinet with 3 Tier Shelves, Stainless Steel Frame and Glass Door, Lockable with 2 Keys, Silver, 12"" x 23.5""",
PRODUCT,'11053245857959,body_html,ti,,,"<p>For households with children and pets, it is essential to keep medical prescriptions and medicine out of easy and accessible reach, which is exactly why this wall-mount medicine cabinet for bathroom is a must-have for all homes. It is made from stainless steel and frosted tempered glass, a tough and sturdy composition that will not easy to rust, so it can be kept in your bathroom. Shelves inside allow you to organize, as well as segregate medicines that need to be kept away from each other.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Locking design (with two keys included), perfect for homes with children and pets</li>
<li>• Wall-mounted design saves your floor space</li>
<li>• Sturdy stainless steel construction with tempered glass door which is water-resistant, suitable for your bathroom</li>
<li>• 4-tier shelves inside for efficient organization of prescription and first aid contents</li>
<li>• Comes will pre-drilled mounting holes and mounting hardware for easy installation</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Silver</li>
<li>• Material: Stainless Steel, Tempered Glass</li>
<li>• Overall Dimension: 11.75""W x 4.75""D x 23.5""H</li>
<li>• Door Size: 10.5""W x 22.25""H</li>
<li>• Tier Height: 5""</li>
<li>• Item Label: 02-0330</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Medicine Cabinet</li>
<li>1 x Manual</li>
<li>2 x Key</li>
</ul>",
PRODUCT,'11053245857959,handle,ti,,,wall-mount-medicine-cabinet-bathroom-cabinet-with-stainless-steel-frame-and-glass-lockable-with-keys-silver-x,
PRODUCT,'11053245857959,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245890727,title,ti,,,"47"" Storage Cabinet with Doors, Adjustable Shelves, 3 Drawers, Metal Legs for Kitchen Storage, Home Use, White",
PRODUCT,'11053245890727,body_html,ti,,,"<p>Elevate your space with the [BRAND NAME] 3-drawer cabinet—a perfect centerpiece for any home. Its sleek, golden accents and geometric design add a touch of sophistication, while its ample storage seamlessly integrates into your daily life. Whether it's for the kitchen, a cozy coffee bar, or a stylish entryway, this cabinet brings both elegance and practicality. Its elevated design not only protects against moisture but also enhances the room's aesthetic, making it a true statement piece.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Geometric lined doors paired with golden base add artistic touch to interior decor</li>
<li>• Three drawers and two cabinets store utensils and daily supplies</li>
<li>• Adjustable shelves in small cabinet customize storage space</li>
<li>• MDF and metal construction ensure durability and easy maintenance</li>
<li>• Anti-tipping device and an extra foot enhance safety against accidental tipping</li>
<li>• Elevated base design guards against moisture and damage</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Material: MDF, Metal</li>
<li>• Overall Dimension: 47.2"" W x 15.7"" D x 29.9"" H (120 x 40 x 76 cm)</li>
<li>• Drawer Inner Size: 13.1"" W x 13.2"" D x 4.1"" H (33.2 x 33.5 x 10.5 cm)</li>
<li>• Cabinet Inner Size: 15.4"" L x 14.4"" W x 10.6""/11.2"" H (39 x 36.5 x 27/28.5 cm)</li>
<li>• Weight Capacity: 110 lbs/50 kg (whole), 17.6 lbs/8 kg (shelf), 6.6 lbs/3 kg (drawer)</li>
<li>• Item Label: 837-151</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Cabinet</li>
<li>• 1 x Manual</li>
</ul>",
PRODUCT,'11053245890727,handle,ti,,,storage-cabinet-with-adjustable-metal-legs-for-kitchen-storage-home-use,
PRODUCT,'11053245890727,product_type,ti,,,Home Furnishings,
PRODUCT,'11053245923495,title,ti,,,"Wall Mounted Mirror Cabinet, Bathroom Medicine Cabinet with Mirror, 2 Doors and 3-tier Shelving, Silver",
